round,val_loss,val_acc
1,0.33655657929678756,0.8881641881902774
2,0.3347160196759634,0.8882511522741108
3,0.3323632944168316,0.8881641881902774
4,0.33372846299575437,0.8881641881902774
5,0.3516879512204064,0.8880772241064441
