round,val_loss,val_acc
1,0.3260783038429312,0.9047860646034162
2,0.3197089559323079,0.9047860646034162
3,0.30562604649646863,0.9047860646034162
4,0.30614776607300787,0.9046169457128361
5,0.3112228465241355,0.9047860646034162
