round,val_loss,val_acc,epsilon,noise
2,0.6101635607114683,0.9116997792494481,0.40947171913940583,2.2224546620451537
3,0.6562557179015129,0.9116997792494481,0.6129096845334683,1.646434908282079
4,0.668055907683447,0.9116997792494481,1.0018140712420391,1.2197089792217974
5,0.718916608307821,0.9116997792494481,1.9870904649788306,0.9035826357366064
