round,val_loss,val_acc,epsilon,noise
2,0.4219645821489394,0.9357366771159875,0.3385743219001809,2.2224546620451537
3,0.40217638680478557,0.9357366771159875,0.5030709450017508,1.646434908282079
4,0.394598561769817,0.9357366771159875,0.8127744767279134,1.2197089792217974
5,0.4281515427515842,0.9357366771159875,1.6208131096385268,0.9035826357366064
