round,val_loss,val_acc,epsilon,noise
2,0.6328751888399575,0.9123065585851142,0.22390227392085238,2.2224546620451537
3,0.5862523056918668,0.9123065585851142,0.32778847627812624,1.646434908282079
4,0.6183248457287677,0.9123065585851142,0.516026686208437,1.2197089792217974
5,0.6598179856258402,0.9123065585851142,1.0089195515206035,0.9035826357366064
