round,val_loss,val_acc,epsilon,noise
2,0.36748397776058744,0.9411764705882353,0.6151936730743647,2.2224546620451537
3,0.3902729366506849,0.9411764705882353,0.9358784419762983,1.646434908282079
4,0.39195709994861055,0.9411764705882353,1.5571212069627223,1.2197089792217974
5,0.4199262985161373,0.9411764705882353,2.986272687590056,0.9035826357366064
