round,val_loss,val_acc,epsilon,noise
1,0.7005791728698467,0.8881641881902774,0.05522330209839588,3.0
2,0.7236357872639524,0.8881641881902774,0.07480518601636706,2.2224546620451537
3,0.6826732736158495,0.8881641881902774,0.10511739178303564,1.646434908282079
4,0.787366962585333,0.8881641881902774,0.15664304559026115,1.2197089792217974
5,0.8202187087169376,0.8881641881902774,0.2661133081249863,0.9035826357366064
