round,val_loss,val_acc,epsilon,noise
1,0.6433857841165485,0.9046169457128361,0.07540998839103419,3.0
2,0.641602760645863,0.9046169457128361,0.10379186356933087,2.2224546620451537
3,0.654714315682272,0.9046169457128361,0.14792593662170542,1.646434908282079
4,0.6265589343509763,0.9046169457128361,0.22386808443202494,1.2197089792217974
5,0.6874793828427288,0.9046169457128361,0.39505062502710914,0.9035826357366064
