round,val_loss,val_acc,epsilon,noise_multiplier
1,0.7506405133889833,0.8881641881902774,3.4953083707081256,NA
2,0.7265560685091057,0.8881641881902774,4.021668448909761,NA
3,0.7448924607899647,0.8881641881902774,4.4228334210997655,NA
4,0.7687323767796947,0.8881641881902774,4.769073630171164,NA
5,0.7649769560414522,0.8881641881902774,5.08248058930454,NA
