round,val_loss,val_acc,epsilon,noise_multiplier
2,0.5783607190052524,0.9123065585851142,7.232964244788181,NA
3,0.6311228258730194,0.9123065585851142,8.968237733508767,NA
4,0.6325332286461733,0.9123065585851142,10.360980681621536,NA
5,0.6741944097075883,0.9123065585851142,11.57970762657603,NA
