round,val_loss,val_acc,epsilon,noise_multiplier
2,0.37455483206680845,0.9411764705882353,13.38968695586141,NA
3,0.3981824666261673,0.9411764705882353,17.510946448246802,NA
4,0.3967554803405489,0.9411764705882353,20.874374398594316,NA
5,0.4332613540547235,0.9411764705882353,23.852729146994147,NA
