round,val_loss,val_acc,epsilon,noise_multiplier
2,0.4394547484116629,0.9357366771159875,9.410571408748199,NA
3,0.4059263453120366,0.9357366771159875,11.94825434301455,NA
4,0.4617331529501826,0.9357366771159875,13.997507810337458,NA
5,0.41806032513850366,0.9357366771159875,15.798350196112635,NA
