round,val_loss,val_acc,epsilon,noise_multiplier
1,0.6310385979900791,0.9046169457128361,4.3704642241346585,NA
2,0.6405845660823272,0.9046169457128361,5.123657518520077,NA
3,0.6472743067336646,0.9046169457128361,5.724209521078702,NA
4,0.6371740317387456,0.9047860646034162,6.2491286205811996,NA
5,0.6805276922969701,0.9046169457128361,6.725793628860944,NA
